"text","stars"
"A quick yelp search for fish and chips helped me find this gem. Best service we received in our entire 3 days in London. The atmosphere is really nice even...","4"
"Best Whiskey Sour ever...need recipe please Service was fabulous.   Food tasty.  Fun and laid back.","5"
"Bottom Line up front, if you want steak and a great experience sit here and be ready for the culinary experience to follow.  I was walking originally to get...","5"
"This was a short walk from my hotel. It had great reviews and I was excited to try it. It was loud and the waiters were fun and friendly. The Moscow Mules...","4"
"Excellent service, delicious food, and fun vibe- Zelman's at Soho is a great spot.The truffle chips were perfectly cooked-- crisp on the outside/soft on...","5"
"Good but not great. Definitely cramped at the street level. I let myself be upsold to the lunch special.  I haven't had tofu soup before but I actually...","3"
"Inside: little bit cramped in the upstairs, but it was empty so there was space to spare. There's also a downstairs sitting area, but I never went down to...","4"
"Great to see a dumpling specialist open in London!This used to be Pitt Cue Co, and the main downside of this location is still there - the squashed,...","4"
"New review from Nov 2019: This is my second visit here and far more disappointing. The reason is the waiter/owner was grumpy and when I asked for a...","3"
"Nice small restaurant with good food and a friendly owner.I had the chicken in coconut which was really good.Bring cash since cards are not accepted.","4"
"Stumbled on this delightful place with a group of friends while navigating the construction around Euston. What a find! We all ordered something different...","5"
"Staying in the hotel one night in July 2016, I met up with a British friend who recommended the restaurant in the hotel. She had the down home dish, fish &...","5"
"Three things, that's all you need to know:1. The Raspberry & Lychee Sling is 100% deliciousness in a cup (if not a little overpriced, for a non-alcoholic...","4"
"Had a wonderful dinner here on our anniversary. We were staying in the area and looking for a nice place to have dinner. Food and wine was wonderful and the...","5"
"This is a very photogenic and fun new pub that has be beautifully designed to have a classic pub feel. While the food selection is slim and could use work,...","4"
"My favourite Malaysian in London!The roti cenai is delicious, and frankly so is everything else on the menu.Now I have never been to Malaysia myself but...","5"
"This place does tend to get busy so making a reservation is best! I was flying solo and was able to enjoy a drink while waiting for my order to take away....","4"
"Greeted by a man who seemed excited to give people a hard time if they felt ""entitled"" enough to show up without a reservation. Yes reservations are nice to...","3"
"Oh my gosh. You guys. Polpetto is so good. Here's why:1) the food is absolutely delicious. This is pretty important with any restaurant. The portions are...","5"
"Solid Venetian style small plates with a relaxed vibe and reasonable pricing. Totally get why this spot got a Michelin bib gourmand this year. Sat at the...","4"
"My friend and I ate and drank here last night. We got the £5 drinks as part of the happy hour (4-6pm). The Cynar Gin Fizz was ace- the alcohol blend was...","4"
"First time having Laotian food and it was absolutely delicious! I can't take much spice and the restaurant did a good job of accommodating. We ordered the...","5"
"I always make a stop here when I'm in London. Mainly because every time I'm in the UK I don't eat a single vegetable other than potatoes and my digestive...","4"
"Ive had my fair share of Laos food (restaurants & home cooked), and i must say, the reviews on here for this restaurant are a bit off. I guess, if theres...","2"
"Was on vacation in London and stumbled upon this lower level gem right across the Victoria Park!! My cousin and I didn't bother looking up their menu and...","5"
"I ordered the carrot ginger gnocchi with prawns and it was heaven. So so good. I arrived 10 minutes after they opened and there was only one other couple in...","5"
"We stumbled on this hidden gem after a full day of walking and touring.  We had given up on finding something really good that locals must eat, when we saw...","5"
"Agree with my mate Fat S., who I ordered food from here with. Look, if there's one thing I've been longing for my whole life, it's a GOOD doner kebab in...","5"
"It's a good old fashioned traditional chippy/kebab house.  Filling and good value it is, fine dinning it is not.Love the curry sauce though.","5"
"A beautiful setting at this hidden gem of restaurant inside The Tavistock Hotel. The decor is tastefully done and you don't expect it to be an £8.95...","4"
"Overall, this Indian buffet was alright, maybe just because I've had Indian food before in Orange County and other places and was able to compare. But then...","3"
"Amazing Indian buffet with the perfect amount of options. Savory and tasty add in a happy drink staff on top of it all.  Perfect place for quick or long eats.","5"
"My boyfriend took me here for a special occasion. Lovely restausant with an industrial but warm feel, very close to Kings Cross near the tube. Our waiter...","4"
"Trendy space. Would like to come back and focus much more on the bread options as the bread components in every dish were amazing. Number of solid dishes...","3"
"Only had drinks but place seems v cute. I had flashbang, delicate tasting.  Friend had chamomule, fragrant smelling.  Both had white wine to finish....","4"
"- Situation: Needed coffee in the morning, plus a croissant- Very clean interior- The people that work there are quite nice- The service is very quick-...","5"
"Fantastic!! I would recommend to anyone visiting London. We just happened to ask someone while we were walking around and they suggested this place. The...","5"
"High-end Italian. Pricy but oh so good! Very sociable with several starters for table sharing! Good service minded staff! Nice interior in contemporary...","4"
"A cute place that offers a great selection of coffees and brunch food! I passed by his place on the way to Covent Garden and thought I would check it out....","4"
"Must try their honey whipped mascarpone fig toast!  It's not only pretty to the eyes, but also tastes just as good. The slight hint of fresh lavender with...","5"
"There was a snail in our plate. But they just simply apologized and said it was not their fault. Because it was the provider who sent them fresh and ""clean""...","1"
"I don't know if it was an unfortunate evening but, although Udons were really good, toppings (my smoked mackerel) were just ok-ish; not bad but not worth...","3"
"Very good Udon Noodles and broths. Simple menus with only three pages included drinks menus. The Buta Kasu-Miso (Pork udon) has the best broth, the pork...","4"
"Good udon but pricy. I guess it's normal London price if you want to spend 20+ usd on a bowl of udon, including tip of course. It's very busy at lunchtime...","4"
"Best pho ever. It is super light. Unlike the other pho, contains a oily soup brooth.I also enjoyed their unique atmosphere and outdoor setting.I would...","5"
"Very nice small noodle bar with good and flavorful soups at very good prices. I had a Laksa with shrimps that I liked a lot and it was a good portion well...","4"
"This place was exactly what we expected, walk up counter service, cold beers in a cooler, and delicious Pho! Very informal and welcoming atmosphere. The...","5"
"Fish and chips... woot! Great food and really great service. Sit in the fish tank for a fun experience...","5"
"Bland, bland, bland, oh and did I say bland?When I visited this place I had no idea of its popularity; I however came in with great expectations after all...","2"
"An absolute nightmare and a disaster of what used to be over 20 years ago the best Fish and Chips in London, can t even get a miserable prawn cocktail on...","1"
"Loved the vibe of this place. Don't miss the entrance though, it's all downstairs which is exciting. You can't order food at the bar, only drinks which is a...","4"
"We stumbled upon Wahaca as we were exploring Covent Garden area and pubs near by. They had good ratings from my fellow Yelpers so we decided to check it...","4"
"This place is hoppin'!  There was a bit of a wait and I know why, this place is so good!  You can choose between small plates or meals here.  We opted to...","5"
"It was the best food we had in LondonPeriod Go try the Froie Gras, Lamb chops, Octopus,....It was all so delicious.","5"
"This place was a Yelp find and I loved it! All of the food is tapas style which was great because we got to try most of the menu! We had most of the items...","5"
"Imagine my determination to visit this restaurant when a friend all the way back home in NYC told me about it. ""It's my favorite restaurant in the world and...","4"
"Wow.  What a great find. Thanks yelp.  Everything I had was excellent.   Enjoyed the cod, pluma iberica, padron peppers, and tuna tartar.  Wish I could have...","5"
"Better tapas than you can find in Spain. Very crowded hole in the wall with excellent service and food. We had the "" broken eggs"" with sautéed garlic chips,...","5"
"Stopped by for late (9pm) dinner on a wed night.  Wow....still packed!  Started with a glass of Tempranillo.  Ordered Calamari, Jamón Iberico and fried goat...","4"
"The food is pretty good. But the servers were rude. And I do not feel that they properly dealt with a customer that was causing a ruckus and openly...","2"
"First time visiting London and we came in and were immediately welcomed with a smile by Victor. He explained the menu in depth to our table and was so nice!...","5"
"I'm in love! Nando's is SO good, like go here everyday and never get tired of it, good! We currently live in Spain and do not have a Nando's near us. I was...","5"
"I swung by for a warm dinner on a rainy night. The people working were very friendly. I got the Laksa Soup. It was quite good- especially the broth and...","4"
"To make a long story short, we had 8 people in our party and wanted to share a good chinese meal with them. After reading the reviews, my expectations on...","5"
"My friend took me here and told me they make very good dimsums. The place is near Holborn tube station and very crowed in the evening. The staffs were quite...","4"
"So far my favorite in decor of the EL&N franchise. Pink Unicorns and Pink Sweethearts with Valentine's messages are dreamy, fun and wrap you in a fantasy of...","5"
"A colleague and I were walking around after shopping at Harrods and we passed this adorable little cafe! The floral decor and the sweets right at the...","5"
"This place was super cute. Like...an Instagram blogger's paradise. There are so many cute photo opps. The food is beautifully prepared, as well. I think it...","4"
"My friend and I celebrated her birthday at SUSHISAMBA in Covent Garden, and we had an amazing experience. The sushi was extremely fresh and delicious. They...","5"
"This place is very cool and a great location! Really interesting and beautiful lounge area with the ceiling covered by plants. Very nice for pictures!...","4"
"Hidden above covenant garden, this restaurant has such a cool vibe. Massive windows on one half of the restaurant provide a great view to look out -...","4"
"Recomendation from a friend and Truly the best Indian food I've ever had!After a long day visiting London Christmas lights and markets we were starving and...","5"
"I'm surprised I hadn't done a review here yet.  Chutney Mary is my go-to Indian restaurant in London. Right off of Pall Mall and down the street from the...","5"
"From the first bite until the very last morsel of food left on my plate -- I was impressed. I came here with my mom & brother during our week stay here in...","5"
"Best Sushi in London! This is my husband and I's favourite​ sushi restaurant​​. I highly recommend​ booking a table online before you plan to go, the...","5"
"Situated on the 1st floor at Kingly Court, this fusion sushi place is pretty impressive. I didn't have a reservation on Thursday night, but was able to get...","4"
"We decided to try this restaurant while on vacation in London. Great food and service overall. Friendly staff. Some of the best sushi we've had in a while!...","5"
"The pub has  beautiful Victorian decor and delicious Sam Smith beers. The first floor has cozy, enclosed spaces with stained glass. Unfortunately it was...","5"
"Cute place in London. We dined upstairs for lunch and it was about half full. We ordered ciders and pies, and everything was tasty. We later discovered that...","4"
"My first 5 star rating of London and it's because I'm used to high alcohol beer and this was the first place we went with 8-9%. Prices were decent and the...","5"
"We decided to try out a new place and this was spot on! The service was great, the place is cozy and the food was delicious! The meats were juicy and the...","5"
"This is a MUST visit place.It steals the number one place on my London list.Atmosphere is friendly and feels like you're traveling, wine (pink grignio) is...","5"
"Tasty lunch and a great value.  Large portions.  My starter was the chorizo.  Juicy and delicious!  My server indicated that it's made in the restaurant....","4"
"Really delicious and an excellent priced place to grab lunch! The chicken and the potatoes here are amazing - would pass on the broccoli and the peas with...","4"
"I stopped by for a tea to warm up as I planned my trip to the Globe Theater.  I walked in during lunch hour and was intrigued by what was being served.  I...","4"
"Yumm yummy yummy yummy, what more can one say!! Highly recommend this place for some eats","4"
"We had a perfect night at this restaurant! The food was delicious and reasonably priced, the decor was beautiful, and all the staff were very nice, in...","5"
"I was staying at an airbnb nearby and this cafe was just a couple of blocks away. it is such a cute coffee shop with a mint colored exterior with a couple...","5"
"The smoked salmon and avocado toast was perfect and the cortado was strong! The decor was very nice and our food was fresh and ready very quickly","5"
"One of those places that's nice enough from the outside, but come in and be greeted and seated and menued. That's when you see it, the wonderful food and...","5"
"Didn't have reservations here but popped in, ended up sitting at their bar counter, which wasn't ideal for conversation but nice for people watching. We...","4"
"Came here while waiting for the owner of the rental place to show up.  My friends and I stopped by with a lot of luggage and the staff was super nice in...","4"
"Well, this is very nice indeed. One of those high all-encompassing leather ""old boy"" chairs (probably has a proper name but ...)Decent sized bar, outside...","5"
"I used to travel to London on business.  I liked to stay in the Seven Dials area because of the convenience of nearby tube stations, relative proximity to...","3"
"Nice atmosphere and very good pub food. They have live jazz on Sundays.We were looking down for a steak dinner and found this place. Unfortunately, when...","4"
"Stopped here twice over several days in London for a late night sandwich. Tiny little place with the hocks of various pigs out to be shaved thin and made...","4"
"The jamon sandwiches they make here must be experienced to be believed. The shaved jamon is out of this world good. And the bread... the Bread! I have been...","5"
"This place is amazing! Even gave us samples on the house ;) I would defiantly recommend on making this a place to visit while in London","5"
"(1/18/2020)On my way back to NY, I had a layover in London. A friend recommended to try this place for their brunch. The wait time was long, but she was...","2"
"While we were in London, we wanted to get some good ole English breakfast. They do NOT take reservation, and they are VERY popular... We first went to the...","4"
"It's a cute concept, but definitely not worth the wait or the hype. My friends and I waited in line for 1 hour in the cold at a different location before we...","3"
"Nice little breakfast place in the Portland street area. I've tried several of their drinks and the cappucino is definitely high quality, right foam to...","4"
"A little pricey but really delicious. A great stop after a long stroll through Regent's Park. The scones are so good. I'd only ever had scones from the US...","5"
"Good coffee, friendly service. Amazing range of counter food -- sweet and savoury. They also do soups and salads. Not a very big cafe but they have combo of...","4"
"My friend and I ordered the Josper-Bone for two which cost us about 75£. It was extremely expensive, but worth every penny. The steak was  delicious and...","5"
"What a great find. We were walking around near my hotel one night looking for a place and happened upon Twist. one of the best stops in London on this trip....","5"
"Prices are really high considering they're tapas dishes and about 5-6 need to be ordered per 2 person table (at £10-£14 per pop). However you can save quite...","3"
"Headed here because of it's high ratings, dinky place, the friend who I came with is an absolute japanese food FIEND, and he was perfectly damn happy. Not...","4"
"I was lucky enough to head down to Cardinal Place, only to find Juzu was popping up as part of the weekly (on Thursdays only) food market. They weren't...","5"
"Ever since discovering takoyaki in Osaka last year I've been craving it. Found these guys on brick lane by chance. They are from Kyoto - so from the area of...","5"
"My wife brought me here year ago and at first I didn't want to try it out, but I can say I am a huge fan of their take out now.","5"
"Lovely waiter who was attentive without being too creepy about It (you know those hovering types..). We had the baba ganoush with tabbouleh, and the fish of...","4"
"Great food, great value! The place has a weird set up as to get to the main room you have to walk through the kitchen.","5"
"First time there with my colleagues for a dinner ! The place itself is really small and our group of 14 people had the place for ourselves ! Very comfy...","5"
"Loved this little gem! I ordered the uni-Don that came with miso soup and pickled daikon. Every component was very tasty, it's amazing how such as simple...","5"
"True definition of a hole in the wall gem! We almost missed it! It's nothing great to look at but that didnt bother us. The service is excellent, just...","4"
"On the second floor of the le meridian hotel, which is located about 30 second walk from Piccadilly Circus train station, on their second floor. This is a...","5"
"Disappointing at best. Service was poor, fish and chips soggy. Couldn't ever even get water at our table.","2"
"We ordered the ribeye and my daughter ordered the grilled chicken.The steaks were amazing!!Came out perfectly!Fast service, lobster Mac -n-cheese was not...","5"
"We have had Lebanese before, but in addition to quality food - the service was wonderful. My wife had expectations of what a Lebanese restaurant should...","5"
"Holy cow this was good!!!! This was my first time eating Lebanese food, but if you're into Mediterranean dishes you will love this place. Service was quick...","5"
"The best restaurant we ate at during our week in London. We are making this review a little late so, for the life of us, we can't remember what we ordered....","5"
"The best Italian food I have ever had, without question. Exceptional service, family owned, all high quality ingredients. Cozy inside, you literally sit...","5"
"Wonderful Italian food. Best kept secret. Don't let the ally fool you it's a hidden gem! Amazing food! Been there a few times and loved it!","5"
"This restaurant was wonderful. The food was fast and the ingredients were fresh. The staff were very gracious and welcoming. It was a little difficult to...","5"
"Stuck in quarantine in NYC and dreaming of this restaurant and being back in London. The food the staff the hospitality is just so incredible and made for a...","5"
"This place has been on my radar for so long after discovering the delicatessen around the corner. Before I even get to the food, I have to give kudos on the...","5"
"Would rate this 4.5 stars if I could! Lina Stores is a tiny restaurant in the basement of a storefront you can easily miss when you walk by. This is a...","4"
"+The food was great! My favorite was the Chilean sea bass dim sum app.  Everything was well seasoned and perfectly cooked.  Their presentation is amazing!...","4"
"Nice place, the waitress was extremely servicial, the food was very good, nice vegetarian sandwich very well served, the sushi was good too, the cheesecake...","5"
"Great decorations, services and food. We're staying at the hotel so we have had a few dines in there. Servers are very courteous, food is high quality, well...","5"
"Fantastic place for brunch and definitely a much needed first stop in London!","5"
"This place was SOLID! After living in London for a full year, I had no idea this kind of brunch spot actually existed especially so close to the touristy...","4"
"This quaint little restaurant was awesome. When you walk in there is a display of quiche, salad and delicious cakes. To the left are freshly made juices and...","5"
"Oh my God, I had the most amazing meal here! First of all, I was so excited by the fact that it was tapas, which I did not know prior to going. There was...","5"
"We had such a nice meal at Monmouth today. Sitting outside in the street enjoying wonderful Sharing plates and a bottle of wine. We tried the tacos and the...","5"
"Italian-Peruvian is certainly an unexpected combination - but either direction you choose the food is delicious at Monmouth Kitchen. My friends and I...","3"
"I'm upping my review from 1 Star to 5 stars. I do not know what has happened, but my dad was in town and I took him here, the food far out matches any other...","5"
"Nice food here - the portions are large so you definitely get your money's work. I would recommend both the pork and betel leaves and the Hanoi bun cha with...","4"
"Don't forget about the third Bun. If you type in only 'bunbun' you won't find it!You won't find more gracious warm service--the guy helping us was really...","4"
"Dumpling Shack makes the best sheng jian bao I've tasted in my life. Living so close to Spitalfields, I probably went there twice a week if I'm being...","5"
"Went to the spitalfields market via tube and then it's like a 15 min walk. You'll like this market if u like flea market type things and vintage...","5"
"Everything was fresh and tasted great! Service was quick! One thing that I could say is that it is hard to find seats in this market. The food is normally...","5"
"Is it the Vault? Pig's Ear? Doesn't matter: try this place!I feel that the tavern/pub situation in London is a bit over-rated. They seem to be mostly the...","5"
"This is for Sunday Roast on 31 December.We were seated by the fireplace on the ground floor which was great. The server told us the beef is served rare...","2"
"Ate here on our first night in London.  Traditional English pub fare done very well.  A bit off the beaten path but great if you're in Chelsea and nearby....","4"
"This is probably my favorite restaurant in London right now.  The food is fresh, well seasoned and just great food.We had the Mackerel, Seabass and...","5"
"I came here with 3 friends to check out the Sunday roast after hearing so many good things about this place.While the roast was decent, I felt that it was...","3"
"We came here on a Sunday, hoping to enjoy their traditional Sunday roast which many have reviewed here. However, much to our dismay, we discovered that it...","4"
"Around the corner from the Conrad hotel and nearby lots of chain restaurants sits an interesting little sandwich shop with a lunch line out the door. There...","5"
"The place is very intimate. If you want to sit you may have to share a table.  Food was excellent and the service very efficient.  Great value for the...","5"
"My friends and I came here because it's right next to our hotel, and I really wish they were located back home in Los Angeles! Such friendly people, and...","5"
"Coming there expect simple design, prompt service by well trained polite stuff, high class food and spectacular desserts. The noise level is mild to high....","5"
"I'll start this review with the bad bits. For a menu that comes in at around £200 per couple with a bottle of wine (at the cheaper end of the wine list),...","4"
"The food was really good but my issue was that the portions were small and it was overpriced.","3"
"In the middle nearby Picadilly you'll find this unassuming restaurant serving a ton of good japanese food options.I saw a guy receiving a literal boat of...","4"
"This place is terrible. Always order by phone or by Deliveroo. If you order in person, the guy will tell you this takes 30 minutes which ended up taking 2.5...","1"
"Seriously for the chicken wings alone I'd have given it 5 stars, let alone everything else was also perfect.My only complaint is that it can be way too...","4"
"Come for the murger but stay for the noodles. We enjoyed dining at this intimate restaurant with many types of noodle dishes to choose from!We tried their...","4"
"Really nice Xi'an food even better than in Xi'an!!Reasonable price, I will definitely go again!","5"
"Some of the food here were pretty decent but the service was so poor.My friend and I stumbled upon this restaurant on a Saturday night. The restaurant was...","2"
"They don't seem to care to tend to you if you're sitting alone. I had to make eye contact with several people before they actually came over to help me. I...","3"
"The food here is INCREDIBLE!! It is reasonably priced for the great quality and so many delicious options to choose from. I recommend the Kimchee Fried Rice...","4"
"Food here is amazing!We were welcomed quickly upon walking in, and seated immediately. We selected a variety of items to share, and our order arrived...","5"
"3.5£6 for a massive sandwich with this sweet purée sauce, greens, and a hunk of pork. I recommend the wrap just because the huge ciabatta bread was just...","3"
"Are you kidding? This was the one of the best meals I had in all of my week stay in London.This is a stall located in the Borough Market. It's easy to...","5"
"You could hear everybody's mouth crackling! I buy my roast hog on their small store inside Borough Market, they don't have the yelp place yet so I will put...","5"
"Smoking Goat is a phenomenal spot over in Shoreditch specializing in Thai bbq! Their dishes use such high quality meat from all around the UK and they hit...","5"
"If you're looking for a different Thai experience then you will enjoy this refreshing experience. A hipster bar atmosphere which blends in nicely in...","4"
"I personally love drunken noodles and was a bit disappointed to not see it on the menu. However the items that we did order all exceeded expectations. First...","4"
"Time Travel at Veeraswamy. Veeraswamy is the oldest and the only Michelin Star Indian restaurant in London, in operation since March of 1926. My Great...","5"
"Magnificent meal in the oldest Indian restaurant in the UK!Greeted downstairs by a doorman and then a hostess, after which we took an elevator up to the...","5"
"This was probably THE best Indian food that I've ever had. Came here with my brother and our parents around the end of December. Location: it's...","5"
"We ate dinner here today because it's right around the corner from our hotel and it has good ratings.  We took advantage of their early dinner special...","4"
"Went here on a weekend night and luckily I made reservations as it was quite packed. This is a quaint little restaurant in London, with an old heritage....","3"
"We both really enjoyed our dinner here. It was our last sit-down meal in London before moving on to the next city. When we arrived, the dining room upstairs...","4"
"It was a great location in an alley with a lot of character.  It is a classic English Pub with great food.  Waitress provided unbelievable service and she...","5"
"One of the oldest pubs in London, The George was very charming and lovely. There was live music in the balcony and that made the ambiance even nicer. Jazz...","4"
"Walked in for dinner. First night in London and super excited for meat & ale pie. Sat at a table upstairs. 10 minutes went by and no one came around at all....","1"
"Walking down Baker Street was not producing any inspiration for somewhere nice to eat, it was all Subway, Nando's, Macdonalds and burger bars. Then I...","3"
"Just utterly delightful.What a super find.  Central London with this gem.I won't over waffle on this review. Basically, awesome, fresh, tantalising,...","5"
"Came here for dinner recently and had a nice meal with family. The three of us ordered spaghetti bolognese, spaghetti pesto, seafood linguini, zucchini...","4"
"Their special with the fresh fish was delicious. Now I'm not sure how often they have that or change that but mine was completely delightful. Sea Bass I...","4"
"Fantastic restaurant! The three coarse meal was excellent, lot's of food and well cooked! Friendly personnell and very serviceminded. Really good prices...","5"
"My daughter and I were staying at the Marriott Grosvenor Square, had a long day and decided to walk down the street for dinner at Spaghetti House. What a...","5"
"Pan-Asian doesn't always work. Yes, it's all from the same continent but it's like having Greek and Italian and English mixed all together. It might sound...","2"
"Swanky bar restaurant next to Monument restaurant with a pan-Asian concept. Based on salo salo (the Filipina phrase for eating together), we shared...","4"
"Loved the food and the presentation!   The atmosphere was relaxed. The live music was lovely and very relaxed in the background.   Will be back.  Have...","5"
"This spot is primarily doing takeout and groceries in the front, but it's such a lovely place to visit - regardless if you eat there or not.As a converted...","5"
"Probably the food hall in London with the most stunning decor inside!Located inside a former church, it has high ceilings, all the preserved features,...","4"
"We have been a big fan of their perfectly-grilled, smoky chicken for a very long time.  It's just flawless and by far the best tasting chicken amongst the...","4"
"Chilango is my favourite fast food Mexican restaurant.  On this occasion,  I had the chicken hotbox which was a good portion and very tasty.  I think it's a...","5"
"I've been to chilango a few times now, the staff are always friendly and it's a fast service.I have the surf and turf bowl and they will always cooked the...","5"
"Stopped in due to other reviews on Yelp on a Saturday during Camden Market. Great food and attentive service. Unfortunately, due to how busy it was, the...","4"
"I was attracted to one of the ""specials""...a burger called The Southerner.  How fitting, right?  It had pimento cheese on it, which is something I can't...","4"
"Wow!! Best burger I've ever had.The portabello burger was amazing and I could not stop eating the truffle cheese fries even though I was full. SO GOOD!","5"
"Convenient location since a colleague recommended this place for ""good Asian food"". For someone who just flew 7 hours straight from NYC, you took it for...","3"
"A special call out to our lovely waiter who was super helpful as we ordered. One person at our table had a severe egg allergy and he was particularly...","4"
"Great option near Westminster. I went twice during my ten day stay in the area and it was excellent each time. The chao shou dumplings and dry wok chicken...","5"
"Food = 5 StarsI sampled sushi and cooked entrees.  Chu Toro was my favorite raw dish: the fish was cut in generous (but still beautiful) portions,...","4"
"If you want expensive sushi then this is the place to eat! Highly popular and undoubtedly exceptional with the price to easily tag along for tapas style...","4"
"First off the restaurant was very dim. So dim that I couldn't see the menu without my flash light on my phone. The writing on the menu was so small, I...","2"
"My coworker told me this was his favorite restaurant chain in London and they cook your order in front of you, so I had to try it. I had the Gamberetti E...","4"
"The concept of ordering your dish and being able to pick what items go into it AND watching them make it in front of you is incredible. Kudos to those chefs...","4"
"We were frequent visitors of Vapiano's when we lived in Vienna, so we know what to expect, and I have to say their food and service were always...","1"
"One thing I absolutely love about London is the diversity and how easy it is to find amazing halal restaurants. In the search for the best burger in London...","5"
"This is one of the best burgers I've had in my entire life!! Absolutely love the decor and the vibe in this restaurant. I've eaten a lot of burgers in my...","5"
"Great burgers!! You can create your own (meaning you can have a HUGE burger).The meat is really good.","5"
"We were in Westminster visiting Abbey Road (you know, the Beatles' Abbey Road). My fiancee and I took the train from the hotel here. We actually walked...","5"
"LOVELY ambiance; good location. OK food.Eggs Benedict way overcooked. Disappointing.Pancakes looked nice. Wish i had ordered those.Servers were good but...","3"
"A beautiful old world but yet modern setting in St Johns Wood neighborhood in London. The Ivy is a very comfortable, classy and gorgeous place to dine at....","4"
"Just dined at this joint after getting off the Greenwich observatory hill. The meal includes beef pie, potato mash, and eel pieces that come with bone...","5"
"Our last day in London we took a ride up the river to Greenwich and stopped in here for a traditional British meal. We loved the history of the place and...","5"
"We stopped here at a friend's recommendation and loved it. We got beef pies with mash and parsley liquor. Delicious, filling, and cheap!","5"
"1. Service - the gentleman who sold us food was nice and friendly. Just walk up to the display glass and order up front, Pay for food, and your food will be...","4"
"All of the shops in the Borough market can be a little overwhelming at times.  There is just so much to see and eat.  Gastronomica got my attention with all...","4"
"I remember a poll recently on Yelp for best sandwiches in London and couldn't really think of somewhere that really stood out for me but now I've found it:...","5"
"We stayed at the St. James Ct hotel during our stay in London, and dined at 'The Bistro' a couple of times. Its located in the hotel, but can be accessed...","4"
"Stopped in while walking the area.  Establishment was quiet and intimate.  It's part of the St James Taj Hotel but has its own street entrance.  Service was...","4"
"Would give it 4.5 stars if possible. Ate here while staying at the hotel. My daughter and I had Indian, which was delicious. My son had chicken strips and...","5"
"Good food, very generous portions and no-fuss cheap.My goto place for a mid-week lunch when I'm feeling in the need of comfort!Not quite spicy enough...","5"
"Came here for a lunch takeaway. For £4.50 got a pad thai, with a very generous portion.Fast service, convenient and great price!!Shall definitely be...","4"
"I had some of their sushi and a spring roll last week as a little taster and it was good enough to get me back.The second time I tried their red curry...","3"
"We went to DUM before theater to grab an early dinner. I'm a big fan of places that do one or two niche types of food--and do it really well--rather than...","5"
"I would give this place a 3.5. As a tourist, I chose Dum Biryani for its convenient location. I booked reservations ahead of time and waited a few minutes...","4"
"Food: out of this world authentic tasting Service: Quick, friendly and helpful Atmosphere: upbeat good music and cozy basement restaurant Price: ££This...","5"
"Came here for dinner with my cousin - food was delicious, service was even better. We had the pan fried snapper with tomatoes and spinach- snapper was...","5"
"We decided to check this restaurant out because of the good reviews and the fact it was in the hotel we were staying in. Certainly glad we gave it a try. It...","5"
"First saw Florentine broadcasted all over Facebook; famous for their english breakfast with the ostrich egg. Conveniently enough, florentine was attached to...","2"
"This is hands down one of the best Greek restaurants I've been to. I live in the area so it's my go-to spot for taking out of town guests or people who...","5"
"The food was awesome! Had the beef kabob and the chicken kabob. Both with rice. Had pita bread with hummus. All very delicious and flavorful. They are...","5"
"Food had an ok flavor, but the experience was not so great. Food took a long time to come. Greek salad not so Greek for being an authentic family owned...","2"
"This place is the bomb. Some of the best ""arroz, frijoles, and platanos"" i've had in centuries.The mojitos? To die for.The music? Splendid, and...","5"
"Um, wow!  The best experiences always begin with a failure.Being a dense tourist who was guiding my wife and friends in London, we planned to go to...","5"
"Wow! What a find!Cubana is new on the block. Expect loud Buena vista social clubesque beats, colourful and quirky seating areas, mouth watering displays...","5"
"Good place for pasta as they are freshly cooked and can be catered to your own tastes (sauces, cheese, spices etc). But the sauce I chose was made too thick...","4"
"Overrated concept restaurant. You go around station to station collecting dishes and racking up a tab on a tap card that you settle later. Woe to you if you...","2"
"Fun story guys. I had been craving spaghetti bolognese (hold the meat... so I guess just spaghetti with tomato sauce) for about a month. Sounds strange that...","5"
"We had a long layover in London and took the train into the city.  Since the train goes to Paddington station we looked for a breakfast spot that serves the...","5"
"A wonderful mess of tastiness! I got a full plate of (still sizzling) breakfast. Meant for it to be a quick stop, but I enjoyed it so much I nearly missed...","5"
"Great breakfast spot! Prices range from 1 quid to about 8 quid. The coffee is pretty good and the breakfast sandwiches are phenomenal. Highly reccomend","5"
"Tried my luck on the ""Compass"".  Holy amazing.  One of the best drinks ever.  Service was amazing.  Sat outside and it was great with the heat lamps and...","5"
"We stayed at the Hyatt Regency on a recent trip to London and frequented this charming hotel bar multiple times during our visit. The cocktails were tasty...","5"
"Great new bar in the Hyatt Churchill! These folks serve food and have excellent service. The ambiance is high end and there's great outdoor seating. Wide...","4"
"Enjoyed the jamon, the chuleton, and the paella. Was very busy on a Monday night, the waitress are very nice though","4"
"Wow this place was amazing and authentic. We started out with the pan amb tomate, which was great! The tortilla was also legendary. Very cool vibe in this...","5"
"We didn't realize that you need a reservation at many places.  We yelped a couple of restaurants that were too busy and saw this place across the street....","4"
"Last day in London and we could not leave without ordering another traditional English breakfast. Their Soho Full English breakfast consisted of eggs, maple...","4"
"It's open Late. We were hungry late. A bit over priced for the quality. Food was just okay. I didn't like the fish and chips. The drinks are really good...","3"
"......It is a definitively, recommended spot in UK AND USA.I went to the one in Miami,years ago (Biscayne blvd)), and the service was very good, then i...","4"
